feature_name,importance_gain,importance_split
last3_B_37_min,103.4369633987546,18.8
last3_B_11_min,103.21199957728386,12.2
ym_rank_S_25_mean,103.13612169623374,30.0
last6_D_55_std,103.08358058482409,41.4
D_46_min,102.94415797460825,35.6
last3_S_22_std,102.82846516948193,36.2
last6_D_41_max,102.8066792011261,13.6
S_12_sum,102.77019766122103,38.4
ym_rank_S_15_std,102.5200091511011,39.8
diff_D_39_mean,101.92035207152367,32.6
last6_D_119_std,101.68154395595192,35.2
last3_B_3_sum,101.58090951442719,18.0
diff_B_12_std,101.43253848329186,39.2
diff_S_15_last,101.3370593726635,28.8
ym_rank_D_61_min,101.22497652880847,39.0
last6_D_47_min,101.05680484771729,33.4
last3_diff_D_43_std,100.87050127089023,36.6
last6_B_37_std,100.65703484863043,35.2
D_61_std,100.17008005697281,40.2
ym_rank_D_115_mean,100.14499253332615,36.0
ym_rank_D_84_min,100.12288292050361,10.2
ym_rank_D_113_max,100.03108334839344,28.6
last6_S_15_sum,99.85539985895157,30.4
diff_S_12_sum,99.8143578261137,28.8
diff_S_7_std,99.78984078019857,35.0
rank_B_2_last,99.78373748064041,32.2
last6_S_3_mean,99.66279516518117,32.4
ym_rank_B_25_max,99.5304709782824,35.0
ym_rank_D_75_std,99.4016033694148,36.6
diff_D_39_sum,99.29327226905153,28.4
last6_S_25_min,99.08177032470704,17.8
ym_rank_D_74_max,98.7989977478981,25.4
last3_diff_B_4_mean,98.50637849867344,28.2
S_22_std,98.48900266885758,36.0
last3_diff_P_3_max,98.27537598609925,38.0
last6_D_44_std,98.03802461326123,27.2
diff_B_18_std,97.98196566328406,33.0
last6_B_40_mean,97.92920642644167,28.0
diff_B_1_sum,97.90889547765255,21.2
last6_D_52_mean,97.7582753688097,30.2
S_11_max,97.60284531712531,31.8
last3_B_4_std,97.48643864691257,35.0
diff_B_18_min,97.31653061807155,29.6
last3_diff_B_12_mean,97.23237027674914,29.0
oneHot_D_120_100.0_std,97.07545827627182,26.0
diff_B_28_std,97.03283794596791,33.2
B_18_std,96.72205219008029,31.0
rank_S_13_last,96.71370034217834,34.2
rank_B_4_last,96.70305311568082,29.2
rank_D_75_last,96.65653864741326,30.4
diff_B_40_std,96.41680229580962,35.0
ym_rank_S_3_std,96.36861476153135,36.4
rank_B_13_last,96.33576337769628,34.6
last3_B_7_sum,96.24310299418866,21.2
ym_rank_B_2_std,96.19127364754677,35.8
ym_rank_S_16_last,96.06625916957856,11.8
diff_P_3_max,96.03791378475725,35.2
diff_P_3_mean,95.88907491266727,39.0
diff_B_25_min,95.83763453662395,29.2
rank_D_56_last,95.77531009912491,36.6
diff_D_46_mean,95.47299523465335,40.2
ym_rank_B_3_std,95.42871979922056,33.0
B_1_mean,95.32609933651983,23.4
last6_D_59_std,95.19399150460958,36.6
D_115_min,95.14517471119761,35.0
D_45_std,95.11548691391945,36.0
last6_S_3_min,94.99824282564222,25.0
ym_rank_R_3_last,94.98535282611847,28.0
last3_B_23_sum,94.90893990695477,26.4
D_119_std,94.81065273089334,40.4
D_52_min,94.70870525538922,28.0
last6_D_61_std,94.69548446983099,37.0
ym_rank_S_15_mean,94.69160490632058,29.8
S_15_std,94.67104817479849,33.6
last6_S_3_sum,94.55443488061428,26.4
last6_B_4_sum,94.44557220488787,29.2
diff_S_7_mean,94.42935835570097,32.2
diff_D_48_max,94.40257064513862,38.0
diff_B_13_mean,94.39734789431095,31.0
B_2_std,94.37357270270586,34.4
last3_D_41_std,94.3479297399521,11.0
oneHot_B_38_300.0_mean,94.32186862230301,27.0
B_4_max,94.20904223360121,26.6
ym_rank_D_50_last,94.16772811114788,23.8
ym_rank_B_40_last,94.16387146413327,21.8
last3_diff_D_55_mean,94.1630217075348,28.0
S_12_max,94.15687831938267,32.0
last3_D_59_sum,93.97363987751305,31.0
last6_B_4_max,93.8392695054412,24.4
diff_D_61_last,93.78441912233829,32.8
last6_D_56_max,93.73299600630999,31.4
ym_rank_S_7_min,93.69885194711387,34.4
ym_rank_S_25_sum,93.62313611358404,36.4
last6_B_40_sum,93.59946853369475,28.2
last3_diff_B_23_sum,93.35630486607552,23.6
S_25_min,93.25700821429491,16.2
last6_D_115_std,93.2267611116171,35.8
D_124_last,92.98629172742366,34.6
last6_B_1_std,92.97202727943659,33.4
last6_S_8_max,92.9068119937554,25.6
diff_B_28_mean,92.86990520954132,29.0
ym_rank_R_11_mean,92.78199735879898,22.6
last6_S_7_max,92.7488827188732,30.2
ym_rank_B_11_std,92.73572679907083,36.4
D_59_std,92.68556134998798,37.8
last6_S_24_std,92.57927070260048,37.0
ym_rank_D_65_sum,92.53336687982082,20.0
ym_rank_D_43_sum,92.47386999800801,26.4
last6_B_9_std,92.4658883780241,30.6
last3_diff_D_55_sum,92.44018719196319,18.0
S_5_max,92.42980536818504,28.2
ym_rank_R_7_sum,92.30149459540844,17.2
B_1_std,92.20810026973486,32.2
last3_diff_B_10_mean,92.17506840229035,31.0
diff_S_12_mean,92.17446076869965,28.8
diff_S_7_max,92.10204458609223,34.0
rank_D_46_last,91.96249294057489,40.6
S_3_mean,91.85940206646919,23.6
D_47_max,91.61252478510141,34.4
last6_D_47_std,91.60853952914476,27.0
ym_rank_D_47_last,91.38645089117344,34.2
diff_D_61_min,91.33416782617569,39.8
D_124_min,91.14807055117562,34.6
last6_D_118_std,91.02350632064045,36.4
ym_rank_R_13_last,91.00787508487701,10.6
diff_B_37_max,90.97977076619864,32.0
last6_B_13_std,90.71351184695959,31.0
diff_D_41_std,90.48866981863975,12.6
diff_B_1_std,90.45651889294386,33.4
D_45_sum,90.45410823523999,27.4
diff_D_46_min,90.38504080697894,37.8
D_48_min,90.35291501879692,24.6
last6_D_124_mean,90.07802627752535,34.6
last3_D_39_min,90.07253084480763,22.6
B_10_std,90.03605197966098,37.4
rank_D_121_last,89.98695610817522,34.8
ym_rank_B_14_sum,89.90837751906365,26.8
last3_B_23_mean,89.58729672729969,21.8
last3_D_48_std,89.44081184715033,38.6
D_115_mean,89.4056341405958,31.6
rank_B_9_last,89.374331907928,28.4
last3_D_122_mean,89.3325127184391,30.6
rank_S_23_last,89.15949010998011,30.4
ym_rank_D_52_last,89.14160965941846,30.2
ym_rank_B_6_std,89.09050634559244,35.2
last3_B_40_max,89.05843793153763,20.8
last3_D_46_max,88.93178983628749,36.6
ym_rank_D_59_sum,88.86833713216474,36.0
diff_D_43_sum,88.66358787417411,29.0
rank_S_5_last,88.5806132376194,28.0
rank_S_8_last,88.55576762296259,32.4
diff_S_3_max,88.55442268252372,31.6
last6_D_56_std,88.50642616003752,32.4
ym_rank_D_79_sum,88.25867066383361,12.4
diff_D_77_std,88.03681571036577,35.0
D_62_max,87.97085112929344,34.2
last6_D_52_min,87.9349213540554,30.8
ym_rank_D_48_std,87.85744812078774,35.2
B_14_mean,87.80584804862738,26.4
ym_rank_D_48_mean,87.5833447933197,20.8
diff_D_119_mean,87.53971992731094,31.6
last3_D_61_sum,87.4987819224596,16.8
S_7_max,87.45519925653934,29.8
diff_D_124_std,87.33112694621086,31.8
ym_rank_D_50_mean,87.26929284334183,21.8
last6_B_40_max,87.20393036603927,25.2
ym_rank_B_9_mean,87.07385467737913,23.0
ym_rank_D_115_max,87.03032243587077,34.2
ym_rank_B_23_std,86.9544634193182,29.6
diff_D_48_last,86.91923572588712,33.4
diff_D_80_std,86.8055295119062,30.2
last6_D_46_min,86.76373527348042,31.2
last3_B_7_min,86.7303844511509,16.8
ym_rank_B_18_std,86.72756994962693,25.8
S_3_last,86.53808265402913,23.4
ym_rank_S_11_mean,86.50402230620384,33.6
diff_B_23_sum,86.33065380454063,22.6
S_5_std,86.1293321043253,28.0
ym_rank_D_65_mean,86.00073882937431,17.6
ym_rank_R_24_sum,85.96879519969225,15.2
diff_B_5_std,85.86939223408699,32.0
ym_rank_D_62_max,85.48439781144262,28.0
last3_D_124_mean,85.47281140387058,32.0
last3_diff_B_7_sum,85.41096149086952,24.4
rank_B_12_last,85.40878414437175,31.0
ym_rank_D_75_last,85.22740730047227,14.6
last3_D_112_min,85.21972903609276,11.0
last3_B_10_std,85.21032929793,28.8
ym_rank_P_3_min,85.15987721867859,24.8
ym_rank_D_62_sum,85.13930807486176,29.6
last6_D_59_sum,84.99040832407772,30.2
last3_B_11_sum,84.7973226070404,10.6
ym_rank_D_51_std,84.72688886523247,23.2
last3_diff_D_43_max,84.66970544010401,32.0
diff_S_15_min,84.6580411709845,27.0
rank_D_118_last,84.53411477804184,33.8
B_40_last,84.40479520484806,19.8
last3_B_40_mean,84.39066419005394,22.0
diff_D_74_std,84.19426551167854,29.8
last3_B_7_std,84.17081033103167,31.6
ym_rank_B_23_max,84.00112619064748,25.8
last3_diff_S_8_std,83.9268946878612,35.2
B_23_std,83.69135129749775,30.2
last3_D_74_max,83.64913951158523,7.8
diff_B_10_mean,83.61996082663536,28.4
diff_S_22_mean,83.60184794962406,28.2
ym_rank_S_11_std,83.56333194077015,31.2
ym_rank_S_11_sum,83.20972021520137,31.6
last3_D_122_sum,83.20533502697944,26.8
ym_rank_D_125_sum,83.17668372392654,17.2
diff_B_9_max,83.16581988222897,32.4
last6_R_2_max,83.13382177352905,3.4
D_58_std,82.88133438378573,27.4
ym_rank_B_14_mean,82.78756658583879,26.6
D_122_mean,82.70105879232287,32.2
last3_diff_B_3_std,82.60170296877622,24.6
ym_rank_D_47_max,82.53422663509846,32.6
diff_P_3_last,82.37523381114006,30.8
last6_S_3_max,82.33449918925763,21.2
last6_B_7_std,82.26309218555689,28.8
last3_diff_D_59_mean,82.18222561609,29.6
last3_S_7_sum,82.15333280544728,27.6
diff_S_24_sum,82.10549212694168,30.4
last6_S_25_mean,82.0469787299633,20.6
D_56_min,81.99090963900089,28.0
D_50_min,81.93526271581649,20.8
ym_rank_B_12_max,81.72883953154087,17.8
ym_rank_B_18_last,81.6517556220293,8.8
last6_D_122_sum,81.42944220304489,30.2
S_11_min,81.3092104882002,19.6
last3_diff_B_7_std,81.19426094815135,35.6
D_39_sum,81.03120913654566,28.8
B_17_mean,80.98288108706474,28.2
B_6_last,80.94512086510659,20.8
last3_B_2_max,80.75301708579063,14.6
D_42_last,80.69309582710267,12.4
ym_rank_D_121_min,80.67079983055592,32.0
last3_diff_S_24_mean,80.6271519318223,28.4
D_51_std,80.48364255428314,22.0
D_75_max,80.46798866987228,12.8
last3_S_24_std,80.3890923909843,29.2
last3_D_56_max,80.20825874209405,20.8
last3_diff_D_61_std,80.1973222937435,34.4
last3_diff_B_10_max,80.19143469333649,24.8
ym_rank_D_60_min,80.16192632168531,30.2
ym_rank_S_11_min,80.15609932243824,30.6
oneHot_B_38_500.0_sum,79.94181728363037,18.0
ym_rank_D_39_sum,79.90704374313354,27.0
ym_rank_S_15_last,79.87872170805932,26.0
ym_rank_B_13_std,79.76461634486914,29.4
diff_D_52_last,79.75666682720184,21.6
ym_rank_D_47_min,79.60640462636948,27.4
D_62_sum,79.54426745474339,26.0
ym_rank_D_113_sum,79.3653633788228,27.8
last3_R_3_sum,79.1381419301033,17.6
ym_rank_S_12_mean,79.01671491656452,29.0
ym_rank_R_16_sum,78.99182422198355,22.2
D_41_last,78.9187004327774,8.6
last3_diff_S_13_mean,78.87800902444869,27.4
diff_B_6_std,78.85047295372934,29.8
last6_D_124_min,78.82643980681897,27.6
ym_rank_D_121_max,78.794090365991,33.0
last6_B_6_std,78.78977883756161,33.0
B_14_std,78.77493061870337,29.0
D_75_last,78.73298705518246,9.2
diff_S_13_min,78.72208703830839,32.4
ym_rank_D_45_max,78.72001291662454,26.6
last3_diff_B_37_sum,78.64217652976512,25.2
last3_D_122_max,78.53182168453932,25.0
D_124_mean,78.486846126616,30.8
last6_D_124_sum,78.42421928495169,30.4
last3_D_121_sum,78.41270448081195,34.0
last3_diff_D_39_std,78.40274747610093,27.6
last3_S_3_mean,78.39821830801665,24.2
last3_diff_D_48_std,78.37003296241164,32.2
diff_D_121_mean,78.36477062739432,24.8
D_122_std,78.24264963418246,31.2
ym_rank_B_22_sum,78.07509700506925,9.2
rank_B_10_last,78.00718059837818,30.0
last3_S_3_sum,77.87481330782175,22.0
D_70_std,77.8590735603124,26.6
last3_diff_D_55_std,77.7432032238692,29.4
S_7_std,77.68215729314834,29.2
R_11_sum,77.62898542881013,19.4
last6_D_52_sum,77.59197723064571,25.0
rank_B_17_last,77.52178063839673,31.0
diff_P_2_max,77.48375296164303,27.6
S_15_sum,77.46712703853845,32.0
D_121_min,77.35569501519203,28.0
ym_rank_B_25_last,77.26583973094822,22.8
last3_D_124_sum,77.26458069570363,27.8
ym_rank_B_37_std,77.21812495067715,30.8
last3_diff_B_40_max,77.1731138408184,24.0
ym_rank_D_39_std,77.13449094891548,32.6
last6_D_47_sum,77.11850858777761,28.0
last3_D_58_max,77.11527084261179,19.0
diff_S_27_max,77.02359613329172,25.6
last3_diff_S_24_min,76.99908822178841,26.4
ym_rank_R_20_sum,76.96994346380234,15.2
last6_R_3_max,76.90388315916061,15.4
ym_rank_S_22_std,76.77719325013459,28.8
last3_S_7_std,76.69086659550666,31.0
diff_S_5_sum,76.67895650267602,24.6
ym_rank_D_46_sum,76.60783994421362,26.0
B_13_std,76.54462404474616,27.0
D_75_mean,76.50151429772377,16.8
last3_diff_B_10_sum,76.3914987564087,25.6
B_12_mean,76.38578745126725,29.6
last6_D_105_std,76.20582081526518,29.0
diff_B_40_max,76.18896476030349,27.2
rank_P_4_last,76.09128013849258,18.8
last6_B_7_max,76.00686827227473,20.8
ym_rank_S_7_sum,75.98121957965195,28.0
last3_diff_B_9_mean,75.89547520084307,23.8
last3_diff_B_40_mean,75.88191581070423,26.2
ym_rank_S_9_mean,75.72523817867041,26.8
last3_B_40_sum,75.72407809924334,23.8
last6_D_77_max,75.6821675091982,28.4
B_5_sum,75.60879158899188,24.8
last6_B_3_mean,75.5599552039057,20.0
last3_D_41_mean,75.55475687980652,12.2
last6_D_42_max,75.4906219959259,13.0
last6_D_41_std,75.40370560288429,9.6
S_12_mean,75.33059018887579,29.0
ym_rank_S_27_std,75.2930243176932,26.0
ym_rank_S_27_last,75.16274673081935,22.8
diff_D_59_sum,75.12175986170769,26.6
last6_D_58_max,74.91693488890306,15.2
last6_B_28_min,74.77705059573054,23.8
S_8_sum,74.71080302402261,22.6
diff_D_44_min,74.66222352981568,24.8
diff_B_4_max,74.52139615304768,23.8
B_13_mean,74.46152063012123,27.4
ym_rank_D_128_mean,74.45796144902707,24.8
B_1_max,74.41242541670799,20.6
last6_B_5_sum,74.3358773380518,23.0
last6_D_60_min,74.30936527252197,25.2
diff_B_37_std,74.2459659703076,29.0
last3_D_121_mean,74.19007620606571,30.0
diff_S_5_last,74.16904082112015,21.4
diff_D_58_std,74.1280345633626,31.2
D_71_std,74.10749620869755,28.4
diff_B_10_max,74.08518597483635,29.6
D_52_last,74.05242788493634,25.8
R_27_sum,73.8817897748202,20.4
ym_rank_B_13_mean,73.80614348202944,26.4
S_23_sum,73.78462231419981,22.0
ym_rank_D_131_sum,73.70119785219431,17.2
ym_rank_D_39_last,73.6161974042654,23.4
last3_diff_S_8_max,73.48710617125035,28.0
last3_B_4_max,73.41262415498495,21.6
last3_diff_B_40_std,73.40788136720657,26.8
rank_S_9_last,73.33002218827605,25.4
ym_rank_B_28_max,73.28593688607216,25.6
ym_rank_B_33_min,73.18751094341278,13.0
ym_rank_S_6_sum,73.15899323225021,18.2
diff_S_24_std,73.13466692715883,31.2
diff_B_2_min,73.08301033973694,24.0
ym_rank_D_48_min,73.0796891540289,25.0
ym_rank_D_129_sum,72.8794159591198,23.4
ym_rank_D_52_min,72.87866487056017,21.8
last6_S_11_std,72.85511400401592,30.6
diff_B_13_std,72.8551120404154,30.6
ym_rank_B_12_sum,72.80046173781156,25.4
D_55_last,72.79874020330608,24.6
last6_D_121_std,72.7821607582271,27.6
B_37_std,72.75807371251285,27.2
diff_B_7_std,72.73468833044171,29.0
last3_P_2_std,72.71438333149999,29.0
last6_D_121_min,72.63634369522333,30.4
ym_rank_R_3_sum,72.55411130599677,23.0
last3_diff_D_60_std,72.19610203504563,29.2
diff_B_28_sum,72.17775800824165,23.8
last6_B_10_std,72.15808649386744,30.2
ym_rank_B_10_std,72.10613817833364,30.2
last3_D_105_std,72.09633685648441,27.0
last3_diff_S_3_mean,72.04064456820488,22.8
last6_D_55_mean,71.86936062686145,27.2
last3_D_119_std,71.74814350232482,23.0
ym_rank_S_25_min,71.74088672846555,23.4
S_3_sum,71.72176102548838,22.6
diff_D_47_std,71.7014136083424,30.0
D_50_mean,71.67136815339327,23.8
last3_D_47_min,71.61694023609161,27.4
last3_D_115_max,71.44055599384009,31.8
S_23_max,71.413505589962,13.4
diff_D_60_max,71.295720680058,27.8
ym_rank_D_55_min,71.2859725266695,29.6
last3_diff_D_43_mean,71.24178486615419,25.0
ym_rank_D_80_std,71.23182027339935,24.2
last3_diff_D_59_max,71.16434381678701,25.8
ym_rank_D_59_last,71.01835750266909,28.2
diff_B_14_mean,70.99471087306738,20.8
diff_S_22_sum,70.97566798254847,24.2
ym_rank_B_5_mean,70.91410606503487,20.2
ym_rank_D_118_max,70.74547873310512,27.6
last6_D_65_max,70.68485434055329,5.8
D_47_min,70.65864868462086,25.2
last6_D_74_std,70.62571194767952,20.0
ym_rank_S_5_mean,70.53729870989919,22.2
ym_rank_S_5_max,70.47654116302729,22.0
last6_D_115_min,70.38923714332631,25.0
ym_rank_D_56_max,70.278333735466,21.6
diff_B_7_sum,70.26745350621641,17.8
oneHot_B_38_500.0_mean,70.1650975048542,19.2
ym_rank_D_122_max,70.15522740185261,26.2
D_77_max,70.1174815736711,26.8
last3_diff_B_28_max,70.09085265100002,25.0
ym_rank_S_12_max,70.07745432402007,24.0
rank_D_71_last,70.07115299701691,25.8
last6_B_2_mean,70.028318823874,21.6
ym_rank_D_104_mean,69.95961080417037,27.0
D_124_max,69.91774291284382,27.4
ym_rank_S_22_mean,69.89832007288933,26.8
B_14_sum,69.85633944571018,21.0
last3_B_3_mean,69.84522917717695,14.0
last3_S_7_min,69.77005368620158,22.8
ym_rank_D_122_sum,69.67225249260665,28.4
diff_D_60_std,69.60019537806511,28.6
last3_B_37_sum,69.59037184715271,14.2
ym_rank_D_56_mean,69.54460503458976,25.0
last3_D_52_max,69.52738633155823,25.6
rank_D_112_last,69.5196110188961,17.8
last3_diff_B_4_sum,69.47300627231598,23.0
diff_B_40_sum,69.44870076775551,24.8
diff_B_9_last,69.44348615407944,23.2
diff_S_7_sum,69.39219700098037,24.4
diff_D_119_std,69.31939564235509,28.0
last6_S_8_std,69.27321473397315,30.2
last6_D_105_max,69.21787184253336,28.4
last3_B_11_mean,69.17448003590107,11.0
ym_rank_D_121_last,69.13105853199959,27.4
D_121_max,69.03476113062352,29.8
diff_S_27_min,69.00839848220349,26.6
ym_rank_B_25_mean,68.9359945692122,25.4
last3_diff_D_62_mean,68.88516231179237,25.6
ym_rank_D_141_min,68.79673309326172,15.8
diff_D_74_min,68.64802921414375,21.6
ym_rank_B_2_sum,68.59172249957919,15.2
ym_rank_D_45_last,68.5231524284929,25.6
rank_D_47_last,68.50066632926465,25.4
ym_rank_D_42_mean,68.44382190704346,10.6
last3_diff_P_3_sum,68.4305303454399,27.0
ym_rank_D_58_max,68.40752621889115,16.4
ym_rank_R_14_sum,68.31253666877747,13.0
B_13_max,68.29186774641275,26.0
rank_B_40_last,68.24660147726536,29.2
B_7_max,68.20016386657953,23.4
diff_P_3_sum,68.18229659833014,28.8
ym_rank_D_70_std,67.97659417688847,24.0
last3_diff_D_59_min,67.96407673358917,22.6
ym_rank_D_80_mean,67.9076043061912,26.6
ym_rank_D_42_min,67.89107293784619,9.6
last3_diff_B_9_min,67.8561512638349,19.8
rank_S_7_last,67.74885549526661,27.6
diff_S_11_max,67.68188019171357,22.8
diff_B_17_std,67.62444117069245,23.6
ym_rank_S_12_sum,67.3503438591957,26.6
D_52_mean,67.32637714594603,23.6
last3_B_37_mean,67.32062840955332,11.8
last3_diff_B_9_sum,67.2959063500166,21.2
last6_D_55_min,67.220460306108,26.8
ym_rank_B_12_mean,67.21537328660489,24.8
ym_rank_D_71_std,67.11719656214117,25.4
last3_D_47_mean,67.06135072521866,24.6
last3_diff_D_74_std,67.05553287267685,20.0
ym_rank_D_128_sum,66.9810209929943,25.4
ym_rank_D_42_last,66.86385664045811,12.0
ym_rank_B_9_min,66.75039525926113,18.4
S_3_min,66.74949988424778,25.2
last3_D_124_max,66.71797146126627,27.8
diff_D_51_std,66.64348515272141,19.8
last3_diff_B_3_sum,66.53594826757907,15.4
ym_rank_D_50_min,66.51354131698608,16.6
last3_diff_S_11_mean,66.49543710798025,25.4
B_23_max,66.46896390169859,18.6
last3_D_55_std,66.45045838057995,28.4
ym_rank_B_2_max,66.36955036222935,15.2
last3_S_3_max,66.08504462242126,20.6
last3_diff_B_12_std,66.04714782238007,20.8
diff_D_56_mean,66.00754178464413,25.0
last3_diff_P_3_mean,65.91300748353824,26.0
ym_rank_S_27_sum,65.89517812132836,24.4
ym_rank_B_28_std,65.80581857413054,22.8
D_56_mean,65.80438848435878,19.2
S_8_last,65.80133537650109,19.4
diff_B_1_min,65.71262610256672,26.8
last6_B_9_min,65.67416374236345,16.2
last3_diff_B_40_min,65.64805724024772,21.2
ym_rank_P_2_std,65.64728452563286,26.0
ym_rank_D_70_sum,65.63574282079935,22.0
diff_D_115_std,65.63193620592355,27.8
last3_B_5_sum,65.54539168924093,20.8
last6_B_4_mean,65.46389981955289,20.0
diff_B_18_sum,65.34582242369652,16.6
B_10_last,65.33109849207104,18.8
S_22_last,65.32391358613968,19.4
ym_rank_D_71_mean,65.29759852066636,24.8
ym_rank_B_7_std,65.28338625133037,23.4
diff_D_122_mean,65.26829460710287,22.4
last3_B_7_max,65.25141935050488,15.6
ym_rank_S_7_last,65.19134224578738,24.2
D_50_sum,65.10302575826645,13.4
last6_B_5_mean,65.07048256248235,23.4
B_11_std,65.02372783571482,23.0
diff_S_7_min,65.00122096370906,26.8
ym_rank_B_4_std,64.98507096916437,26.8
ym_rank_R_11_std,64.94610623121261,17.8
D_39_last,64.78941848278046,17.6
last6_D_60_std,64.74265419840813,27.2
S_7_last,64.68690105453133,21.2
R_27_mean,64.57893636226655,14.6
last3_diff_S_3_max,64.54044877141715,21.6
ym_rank_B_6_last,64.50779497474431,18.0
diff_D_43_last,64.50733864158391,25.6
S_13_std,64.49437076076865,28.2
ym_rank_R_16_std,64.48587980866432,13.6
diff_D_65_max,64.48022022247315,9.8
D_61_min,64.41693345308303,23.6
diff_B_11_sum,64.34005373418331,14.2
ym_rank_D_51_sum,64.33207892626524,19.6
diff_S_7_last,64.30722106695175,21.0
ym_rank_S_15_min,64.30367405340075,25.0
rank_D_107_last,64.20755836218595,23.4
last3_diff_D_43_min,64.19369839429855,24.8
ym_rank_D_83_mean,64.09722168445587,8.0
diff_S_8_max,64.09279266446829,26.2
D_115_last,63.88068114891648,25.0
ym_rank_S_3_mean,63.83640473484993,17.8
last3_B_40_min,63.82927562743426,20.8
diff_B_9_sum,63.82812606692314,19.4
last6_D_39_min,63.786501908302306,14.8
ym_rank_D_50_sum,63.75522227287293,12.2
diff_B_18_max,63.72089705690742,23.6
ym_rank_B_26_sum,63.667444232106206,13.4
D_105_std,63.60970464590937,26.0
last6_D_105_mean,63.57161935716867,23.4
D_45_min,63.50905621536076,21.2
ym_rank_S_8_last,63.3203227609396,20.6
last6_D_45_std,63.260797545313835,24.2
last3_diff_S_24_sum,63.18240800499916,23.0
last6_S_11_max,63.17941278517246,20.8
last6_D_52_max,63.043544734828174,20.8
diff_B_9_std,63.02612120807171,23.8
diff_D_104_std,62.94258211255074,20.8
last6_D_71_mean,62.90945174694061,22.6
rank_D_119_last,62.89902698993683,24.2
last3_B_17_std,62.78669377416372,20.6
